ticket_id,customer_id,time_request,time_reply,channel,request,reply,solved,original_request,original_ticket_id
0836-SEYLU_T2,0836-SEYLU,2024-07-19 00:18:22,2024-07-19 03:33:10,Email,Problem mit Rechnung,Weitere Informationen benötigt,False,False,0836-SEYLU_T2
0836-SEYLU_T3,0836-SEYLU,2024-06-26 00:00:00,2024-06-27 11:46:21,Email,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
0836-SEYLU_T3,0836-SEYLU,2024-06-27 11:46:21,2024-06-28 16:47:04,Social Media,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,0836-SEYLU_T3
4433-JCGCG_T1,4433-JCGCG,2022-11-28 00:00:00,2022-11-29 07:38:30,Email,Technische Störung,Problem gelöst,True,True,
4433-JCGCG_T2,4433-JCGCG,2023-01-07 00:00:00,2023-01-08 23:10:40,Social Media,Beschwerde über Kundenservice,Problem gelöst,True,True,
3716-BDVDB_T1,3716-BDVDB,2024-12-25 00:00:00,2024-12-26 00:05:29,Chat,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
3716-BDVDB_T1,3716-BDVDB,2024-12-26 00:05:29,2024-12-26 20:17:46,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,3716-BDVDB_T1
3716-BDVDB_T1,3716-BDVDB,2024-12-27 20:17:46,2024-12-27 21:47:57,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,False,3716-BDVDB_T1
7688-AWMDX_T1,7688-AWMDX,2023-05-12 00:00:00,2023-05-13 22:35:38,On-site,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
2842-BCQGE_T1,2842-BCQGE,2022-09-24 00:00:00,2022-09-24 16:20:57,On-site,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
2842-BCQGE_T1,2842-BCQGE,2022-09-25 16:20:57,2022-09-26 13:07:16,Email,Technische Störung,Problem gelöst,True,False,2842-BCQGE_T1
2842-BCQGE_T1,2842-BCQGE,2022-09-26 13:07:16,2022-09-26 23:01:53,On-site,Internet funktioniert nicht,Ticket geschlossen,True,False,2842-BCQGE_T1
2842-BCQGE_T2,2842-BCQGE,2024-03-18 00:00:00,2024-03-18 04:35:50,Chat,Beschwerde über Kundenservice,Problem gelöst,True,True,
2842-BCQGE_T2,2842-BCQGE,2024-03-19 04:35:50,2024-03-19 11:46:58,Chat,Frage zum Vertrag,Ticket geschlossen,True,False,2842-BCQGE_T2
2842-BCQGE_T2,2842-BCQGE,2024-03-19 11:46:58,2024-03-19 23:26:40,On-site,Technische Störung,Anfrage wird bearbeitet,False,False,2842-BCQGE_T2
7244-QWYHG_T1,7244-QWYHG,2023-02-16 00:00:00,2023-02-17 22:19:09,Email,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,True,
7244-QWYHG_T1,7244-QWYHG,2023-02-18 22:19:09,2023-02-18 23:31:32,On-site,Technische Störung,Ticket geschlossen,True,False,7244-QWYHG_T1
7244-QWYHG_T2,7244-QWYHG,2022-02-22 00:00:00,2022-02-23 16:50:20,On-site,Internet funktioniert nicht,Problem gelöst,True,True,
7244-QWYHG_T2,7244-QWYHG,2022-02-24 16:50:20,2022-02-24 23:02:31,Chat,Technische Störung,Ticket geschlossen,True,False,7244-QWYHG_T2
7244-QWYHG_T3,7244-QWYHG,2024-08-19 00:00:00,2024-08-19 20:06:17,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
7244-QWYHG_T3,7244-QWYHG,2024-08-20 20:06:17,2024-08-20 23:27:00,Email,Problem mit Rechnung,Weitere Informationen benötigt,False,False,7244-QWYHG_T3
7244-QWYHG_T3,7244-QWYHG,2024-08-20 23:27:00,2024-08-21 05:37:57,Hotline,Technische Störung,Weitere Informationen benötigt,False,False,7244-QWYHG_T3
7244-QWYHG_T4,7244-QWYHG,2023-10-22 00:00:00,2023-10-23 14:31:34,Chat,Internet funktioniert nicht,Problem gelöst,True,True,
7244-QWYHG_T4,7244-QWYHG,2023-10-23 14:31:34,2023-10-24 00:14:22,Chat,Frage zum Vertrag,Weitere Informationen benötigt,False,False,7244-QWYHG_T4
7244-QWYHG_T4,7244-QWYHG,2023-10-24 00:14:22,2023-10-25 00:52:41,Hotline,Technische Störung,Anfrage wird bearbeitet,False,False,7244-QWYHG_T4
7244-QWYHG_T5,7244-QWYHG,2023-09-11 00:00:00,2023-09-12 07:00:16,Email,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
7244-QWYHG_T5,7244-QWYHG,2023-09-12 07:00:16,2023-09-13 12:15:06,Social Media,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,7244-QWYHG_T5
7244-QWYHG_T5,7244-QWYHG,2023-09-14 12:15:06,2023-09-15 13:43:12,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,False,7244-QWYHG_T5
5899-MQZZL_T1,5899-MQZZL,2024-09-28 00:00:00,2024-09-29 12:29:49,Email,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
5899-MQZZL_T1,5899-MQZZL,2024-09-30 12:29:49,2024-09-30 21:03:30,Chat,Problem mit Rechnung,Ticket geschlossen,True,False,5899-MQZZL_T1
5899-MQZZL_T2,5899-MQZZL,2023-12-24 00:00:00,2023-12-24 20:28:45,Hotline,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
5899-MQZZL_T2,5899-MQZZL,2023-12-24 20:28:45,2023-12-25 19:57:01,Hotline,Frage zum Vertrag,Ticket geschlossen,True,False,5899-MQZZL_T2
5899-MQZZL_T2,5899-MQZZL,2023-12-26 19:57:01,2023-12-27 23:04:24,Chat,Internet funktioniert nicht,Problem gelöst,True,False,5899-MQZZL_T2
5899-MQZZL_T3,5899-MQZZL,2023-12-04 00:00:00,2023-12-05 18:07:09,Hotline,Problem mit Rechnung,Problem gelöst,True,True,
5899-MQZZL_T3,5899-MQZZL,2023-12-05 18:07:09,2023-12-05 23:05:25,Hotline,Problem mit Rechnung,Problem gelöst,True,False,5899-MQZZL_T3
5899-MQZZL_T3,5899-MQZZL,2023-12-05 23:05:25,2023-12-05 23:41:10,Social Media,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,5899-MQZZL_T3
5899-MQZZL_T4,5899-MQZZL,2024-10-03 00:00:00,2024-10-04 20:26:10,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
6849-OYAMU_T1,6849-OYAMU,2023-09-15 00:00:00,2023-09-15 07:29:35,Chat,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,True,
6038-GCYEC_T1,6038-GCYEC,2024-01-17 00:00:00,2024-01-18 07:59:34,Hotline,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
6038-GCYEC_T1,6038-GCYEC,2024-01-19 07:59:34,2024-01-20 19:48:46,Social Media,Technische Störung,Anfrage wird bearbeitet,False,False,6038-GCYEC_T1
6038-GCYEC_T2,6038-GCYEC,2023-08-30 00:00:00,2023-08-31 12:34:45,Social Media,Internet funktioniert nicht,Problem gelöst,True,True,
6038-GCYEC_T2,6038-GCYEC,2023-09-01 12:34:45,2023-09-01 15:39:00,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,False,6038-GCYEC_T2
6038-GCYEC_T2,6038-GCYEC,2023-09-01 15:39:00,2023-09-02 18:13:35,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,False,6038-GCYEC_T2
6038-GCYEC_T3,6038-GCYEC,2024-01-12 00:00:00,2024-01-13 14:46:09,Social Media,Technische Störung,Ticket geschlossen,True,True,
6038-GCYEC_T3,6038-GCYEC,2024-01-14 14:46:09,2024-01-14 16:50:31,Email,Frage zum Vertrag,Ticket geschlossen,True,False,6038-GCYEC_T3
6038-GCYEC_T3,6038-GCYEC,2024-01-15 16:50:31,2024-01-16 03:36:31,Social Media,Problem mit Rechnung,Ticket geschlossen,True,False,6038-GCYEC_T3
6038-GCYEC_T4,6038-GCYEC,2023-04-11 00:00:00,2023-04-11 06:39:58,Social Media,Problem mit Rechnung,Problem gelöst,True,True,
6038-GCYEC_T4,6038-GCYEC,2023-04-11 06:39:58,2023-04-11 23:12:47,On-site,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,6038-GCYEC_T4
6038-GCYEC_T4,6038-GCYEC,2023-04-11 23:12:47,2023-04-12 17:59:34,Hotline,Problem mit Rechnung,Problem gelöst,True,False,6038-GCYEC_T4
6038-GCYEC_T5,6038-GCYEC,2023-02-05 00:00:00,2023-02-06 21:01:56,On-site,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
2150-WLKUW_T1,2150-WLKUW,2024-05-10 00:00:00,2024-05-10 08:19:48,Social Media,Technische Störung,Anfrage wird bearbeitet,False,True,
2150-WLKUW_T1,2150-WLKUW,2024-05-10 08:19:48,2024-05-11 01:37:41,Chat,Problem mit Rechnung,Ticket geschlossen,True,False,2150-WLKUW_T1
2150-WLKUW_T2,2150-WLKUW,2022-09-03 00:00:00,2022-09-03 02:02:52,Hotline,Internet funktioniert nicht,Ticket geschlossen,True,True,
2150-WLKUW_T3,2150-WLKUW,2023-04-02 00:00:00,2023-04-02 20:45:18,Email,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
2150-WLKUW_T3,2150-WLKUW,2023-04-02 20:45:18,2023-04-03 22:30:27,Hotline,Problem mit Rechnung,Problem gelöst,True,False,2150-WLKUW_T3
2150-WLKUW_T4,2150-WLKUW,2023-06-10 00:00:00,2023-06-10 10:03:14,Chat,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
2150-WLKUW_T4,2150-WLKUW,2023-06-10 10:03:14,2023-06-10 11:27:58,Chat,Beschwerde über Kundenservice,Problem gelöst,True,False,2150-WLKUW_T4
2150-WLKUW_T4,2150-WLKUW,2023-06-10 11:27:58,2023-06-10 22:36:58,On-site,Internet funktioniert nicht,Ticket geschlossen,True,False,2150-WLKUW_T4
7159-FVYPK_T1,7159-FVYPK,2024-11-19 00:00:00,2024-11-19 03:34:45,Social Media,Frage zum Vertrag,Anfrage wird bearbeitet,False,True,
7159-FVYPK_T1,7159-FVYPK,2024-11-20 03:34:45,2024-11-20 10:35:58,On-site,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,7159-FVYPK_T1
7159-FVYPK_T1,7159-FVYPK,2024-11-20 10:35:58,2024-11-20 19:43:27,Social Media,Technische Störung,Ticket geschlossen,True,False,7159-FVYPK_T1
7159-FVYPK_T2,7159-FVYPK,2024-11-06 00:00:00,2024-11-06 10:50:07,Chat,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,True,
7159-FVYPK_T2,7159-FVYPK,2024-11-06 10:50:07,2024-11-06 12:51:23,Social Media,Internet funktioniert nicht,Ticket geschlossen,True,False,7159-FVYPK_T2
7159-FVYPK_T2,7159-FVYPK,2024-11-06 12:51:23,2024-11-07 13:37:20,Social Media,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,7159-FVYPK_T2
7032-LMBHI_T1,7032-LMBHI,2023-01-24 00:00:00,2023-01-25 20:33:26,On-site,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
7032-LMBHI_T2,7032-LMBHI,2022-07-21 00:00:00,2022-07-21 19:46:37,Email,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
7032-LMBHI_T2,7032-LMBHI,2022-07-21 19:46:37,2022-07-21 20:47:20,On-site,Internet funktioniert nicht,Problem gelöst,True,False,7032-LMBHI_T2
7032-LMBHI_T2,7032-LMBHI,2022-07-22 20:47:20,2022-07-23 05:31:58,Social Media,Internet funktioniert nicht,Problem gelöst,True,False,7032-LMBHI_T2
1150-WFARN_T1,1150-WFARN,2020-09-06 00:00:00,2020-09-07 04:39:43,Social Media,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
1150-WFARN_T2,1150-WFARN,2024-04-17 00:00:00,2024-04-18 12:41:38,Chat,Frage zum Vertrag,Problem gelöst,True,True,
1150-WFARN_T2,1150-WFARN,2024-04-18 12:41:38,2024-04-18 14:52:09,Social Media,Frage zum Vertrag,Problem gelöst,True,False,1150-WFARN_T2
1150-WFARN_T3,1150-WFARN,2022-12-26 00:00:00,2022-12-27 06:01:39,On-site,Frage zum Vertrag,Anfrage wird bearbeitet,False,True,
1150-WFARN_T3,1150-WFARN,2022-12-28 06:01:39,2022-12-28 11:50:38,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,False,1150-WFARN_T3
1150-WFARN_T4,1150-WFARN,2019-10-15 00:00:00,2019-10-16 19:42:05,Hotline,Problem mit Rechnung,Ticket geschlossen,True,True,
1150-WFARN_T4,1150-WFARN,2019-10-17 19:42:05,2019-10-18 09:18:25,Hotline,Beschwerde über Kundenservice,Ticket geschlossen,True,False,1150-WFARN_T4
6088-BXMRG_T1,6088-BXMRG,2022-12-03 00:00:00,2022-12-04 09:26:25,Social Media,Technische Störung,Weitere Informationen benötigt,False,True,
6088-BXMRG_T2,6088-BXMRG,2024-04-30 00:00:00,2024-05-01 09:38:03,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
6088-BXMRG_T2,6088-BXMRG,2024-05-01 09:38:03,2024-05-01 18:53:35,Hotline,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,6088-BXMRG_T2
6088-BXMRG_T3,6088-BXMRG,2022-08-17 00:00:00,2022-08-17 09:41:23,On-site,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
3144-AUDBS_T1,3144-AUDBS,2024-11-20 00:00:00,2024-11-20 07:52:00,Hotline,Problem mit Rechnung,Problem gelöst,True,True,
3144-AUDBS_T1,3144-AUDBS,2024-11-21 07:52:00,2024-11-21 17:32:04,Chat,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,3144-AUDBS_T1
3144-AUDBS_T1,3144-AUDBS,2024-11-22 17:32:04,2024-11-22 22:25:06,On-site,Problem mit Rechnung,Weitere Informationen benötigt,False,False,3144-AUDBS_T1
3144-AUDBS_T2,3144-AUDBS,2024-11-15 00:00:00,2024-11-16 00:46:25,Social Media,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
3144-AUDBS_T2,3144-AUDBS,2024-11-16 00:46:25,2024-11-17 21:29:11,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,False,3144-AUDBS_T2
3144-AUDBS_T3,3144-AUDBS,2024-07-09 00:00:00,2024-07-10 05:48:24,On-site,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
3144-AUDBS_T4,3144-AUDBS,2024-09-20 00:00:00,2024-09-20 15:31:32,Email,Technische Störung,Anfrage wird bearbeitet,False,True,
3144-AUDBS_T5,3144-AUDBS,2024-10-26 00:00:00,2024-10-27 02:25:59,On-site,Internet funktioniert nicht,Ticket geschlossen,True,True,
3144-AUDBS_T5,3144-AUDBS,2024-10-28 02:25:59,2024-10-28 12:34:54,Chat,Technische Störung,Ticket geschlossen,True,False,3144-AUDBS_T5
3144-AUDBS_T6,3144-AUDBS,2024-11-10 00:00:00,2024-11-10 12:52:06,Chat,Problem mit Rechnung,Problem gelöst,True,True,
3144-AUDBS_T6,3144-AUDBS,2024-11-11 12:52:06,2024-11-11 22:40:36,Chat,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,3144-AUDBS_T6
3144-AUDBS_T6,3144-AUDBS,2024-11-12 22:40:36,2024-11-12 23:46:57,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,3144-AUDBS_T6
7346-MEDWM_T1,7346-MEDWM,2021-02-26 00:00:00,2021-02-26 08:28:39,On-site,Problem mit Rechnung,Ticket geschlossen,True,True,
7346-MEDWM_T1,7346-MEDWM,2021-02-26 08:28:39,2021-02-26 23:04:41,On-site,Frage zum Vertrag,Ticket geschlossen,True,False,7346-MEDWM_T1
7346-MEDWM_T2,7346-MEDWM,2021-06-14 00:00:00,2021-06-14 11:27:20,Email,Technische Störung,Anfrage wird bearbeitet,False,True,
7346-MEDWM_T2,7346-MEDWM,2021-06-14 11:27:20,2021-06-14 21:51:16,Hotline,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,7346-MEDWM_T2
7346-MEDWM_T2,7346-MEDWM,2021-06-14 21:51:16,2021-06-15 17:33:47,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,False,7346-MEDWM_T2
7346-MEDWM_T3,7346-MEDWM,2022-05-17 00:00:00,2022-05-18 01:46:10,Email,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
7346-MEDWM_T3,7346-MEDWM,2022-05-18 01:46:10,2022-05-18 16:53:10,Email,Technische Störung,Weitere Informationen benötigt,False,False,7346-MEDWM_T3
7346-MEDWM_T3,7346-MEDWM,2022-05-18 16:53:10,2022-05-19 08:40:43,Hotline,Beschwerde über Kundenservice,Ticket geschlossen,True,False,7346-MEDWM_T3
1137-DGOWI_T1,1137-DGOWI,2023-12-24 00:00:00,2023-12-24 14:52:55,Social Media,Technische Störung,Weitere Informationen benötigt,False,True,
1137-DGOWI_T1,1137-DGOWI,2023-12-25 14:52:55,2023-12-26 05:26:11,On-site,Problem mit Rechnung,Ticket geschlossen,True,False,1137-DGOWI_T1
5616-PRTNT_T1,5616-PRTNT,2023-09-04 00:00:00,2023-09-05 11:25:22,Chat,Beschwerde über Kundenservice,Problem gelöst,True,True,
3812-LRZIR_T1,3812-LRZIR,2024-04-18 00:00:00,2024-04-18 19:57:13,Social Media,Internet funktioniert nicht,Ticket geschlossen,True,True,
4818-QIUFN_T1,4818-QIUFN,2024-12-02 00:00:00,2024-12-02 23:01:16,Email,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
4818-QIUFN_T1,4818-QIUFN,2024-12-03 23:01:16,2024-12-04 11:42:24,Hotline,Internet funktioniert nicht,Ticket geschlossen,True,False,4818-QIUFN_T1
4818-QIUFN_T2,4818-QIUFN,2024-03-28 00:00:00,2024-03-28 16:19:27,Email,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
4818-QIUFN_T3,4818-QIUFN,2024-10-07 00:00:00,2024-10-07 02:54:36,On-site,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
4818-QIUFN_T3,4818-QIUFN,2024-10-08 02:54:36,2024-10-08 19:30:35,Chat,Technische Störung,Problem gelöst,True,False,4818-QIUFN_T3
4818-QIUFN_T4,4818-QIUFN,2024-05-29 00:00:00,2024-05-29 07:07:41,Chat,Frage zum Vertrag,Problem gelöst,True,True,
4818-QIUFN_T5,4818-QIUFN,2024-05-25 00:00:00,2024-05-25 12:33:01,Hotline,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
4818-QIUFN_T5,4818-QIUFN,2024-05-25 12:33:01,2024-05-25 18:52:47,Hotline,Technische Störung,Problem gelöst,True,False,4818-QIUFN_T5
4818-QIUFN_T5,4818-QIUFN,2024-05-25 18:52:47,2024-05-25 23:01:34,On-site,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,4818-QIUFN_T5
9483-GCPWE_T1,9483-GCPWE,2024-08-08 00:00:00,2024-08-09 19:50:10,Chat,Technische Störung,Problem gelöst,True,True,
9483-GCPWE_T1,9483-GCPWE,2024-08-10 19:50:10,2024-08-10 21:01:23,Social Media,Problem mit Rechnung,Ticket geschlossen,True,False,9483-GCPWE_T1
9483-GCPWE_T2,9483-GCPWE,2024-07-19 00:00:00,2024-07-19 14:54:27,Hotline,Problem mit Rechnung,Ticket geschlossen,True,True,
9483-GCPWE_T3,9483-GCPWE,2024-08-16 00:00:00,2024-08-17 02:23:11,Hotline,Frage zum Vertrag,Ticket geschlossen,True,True,
9483-GCPWE_T3,9483-GCPWE,2024-08-18 02:23:11,2024-08-18 17:39:17,Chat,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,9483-GCPWE_T3
9483-GCPWE_T4,9483-GCPWE,2024-11-05 00:00:00,2024-11-05 16:53:48,On-site,Technische Störung,Problem gelöst,True,True,
9483-GCPWE_T4,9483-GCPWE,2024-11-06 16:53:48,2024-11-06 23:42:35,Email,Problem mit Rechnung,Problem gelöst,True,False,9483-GCPWE_T4
9483-GCPWE_T5,9483-GCPWE,2024-04-04 00:00:00,2024-04-05 04:07:44,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
9483-GCPWE_T5,9483-GCPWE,2024-04-06 04:07:44,2024-04-07 06:25:15,Social Media,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,False,9483-GCPWE_T5
9483-GCPWE_T5,9483-GCPWE,2024-04-07 06:25:15,2024-04-08 22:33:51,Social Media,Problem mit Rechnung,Ticket geschlossen,True,False,9483-GCPWE_T5
9483-GCPWE_T6,9483-GCPWE,2024-09-20 00:00:00,2024-09-20 15:57:32,Chat,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
9483-GCPWE_T6,9483-GCPWE,2024-09-21 15:57:32,2024-09-22 01:42:59,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,False,9483-GCPWE_T6
4227-OJHAL_T1,4227-OJHAL,2019-06-12 00:00:00,2019-06-13 01:23:16,Email,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
4227-OJHAL_T1,4227-OJHAL,2019-06-13 01:23:16,2019-06-13 12:50:01,On-site,Problem mit Rechnung,Ticket geschlossen,True,False,4227-OJHAL_T1
9220-CXRSC_T1,9220-CXRSC,2021-05-10 00:00:00,2021-05-11 06:58:49,Social Media,Frage zum Vertrag,Anfrage wird bearbeitet,False,True,
9220-CXRSC_T1,9220-CXRSC,2021-05-12 06:58:49,2021-05-12 11:51:31,Chat,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,9220-CXRSC_T1
9220-CXRSC_T2,9220-CXRSC,2024-12-29 00:00:00,2024-12-29 23:29:35,Chat,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
9220-CXRSC_T2,9220-CXRSC,2024-12-29 23:29:35,2024-12-29 23:41:26,Chat,Technische Störung,Anfrage wird bearbeitet,False,False,9220-CXRSC_T2
9220-CXRSC_T2,9220-CXRSC,2024-12-30 23:41:26,2024-12-30 23:53:31,Chat,Technische Störung,Ticket geschlossen,True,False,9220-CXRSC_T2
6698-OXETB_T1,6698-OXETB,2024-03-22 00:00:00,2024-03-22 22:18:06,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
6698-OXETB_T1,6698-OXETB,2024-03-23 22:18:06,2024-03-23 23:36:39,Social Media,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,6698-OXETB_T1
6698-OXETB_T1,6698-OXETB,2024-03-24 23:36:39,2024-03-25 20:14:29,Email,Frage zum Vertrag,Weitere Informationen benötigt,False,False,6698-OXETB_T1
6698-OXETB_T2,6698-OXETB,2024-10-12 00:00:00,2024-10-12 09:06:20,Email,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
6698-OXETB_T2,6698-OXETB,2024-10-12 09:06:20,2024-10-13 14:09:40,Chat,Problem mit Rechnung,Problem gelöst,True,False,6698-OXETB_T2
6698-OXETB_T2,6698-OXETB,2024-10-13 14:09:40,2024-10-14 20:25:37,On-site,Beschwerde über Kundenservice,Problem gelöst,True,False,6698-OXETB_T2
6698-OXETB_T3,6698-OXETB,2024-09-08 00:00:00,2024-09-09 07:26:21,Email,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
6698-OXETB_T4,6698-OXETB,2024-03-31 00:00:00,2024-04-01 00:30:16,Social Media,Problem mit Rechnung,Problem gelöst,True,True,
2103-ZRXFN_T1,2103-ZRXFN,2024-12-15 00:00:00,2024-12-15 16:52:55,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
2103-ZRXFN_T1,2103-ZRXFN,2024-12-15 16:52:55,2024-12-15 19:53:38,Email,Technische Störung,Problem gelöst,True,False,2103-ZRXFN_T1
2103-ZRXFN_T2,2103-ZRXFN,2024-12-27 00:00:00,2024-12-27 06:45:48,Email,Technische Störung,Ticket geschlossen,True,True,
2103-ZRXFN_T2,2103-ZRXFN,2024-12-27 06:45:48,2024-12-27 14:44:08,On-site,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,False,2103-ZRXFN_T2
2103-ZRXFN_T2,2103-ZRXFN,2024-12-27 14:44:08,2024-12-28 06:58:24,Social Media,Frage zum Vertrag,Weitere Informationen benötigt,False,False,2103-ZRXFN_T2
3724-BSCVH_T1,3724-BSCVH,2024-05-08 00:00:00,2024-05-09 02:44:44,Social Media,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
4877-TSOFF_T1,4877-TSOFF,2021-03-11 00:00:00,2021-03-11 16:42:50,On-site,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
4877-TSOFF_T1,4877-TSOFF,2021-03-11 16:42:50,2021-03-12 15:20:03,Social Media,Technische Störung,Problem gelöst,True,False,4877-TSOFF_T1
4877-TSOFF_T2,4877-TSOFF,2024-04-30 00:00:00,2024-05-01 10:52:20,On-site,Frage zum Vertrag,Problem gelöst,True,True,
4877-TSOFF_T2,4877-TSOFF,2024-05-02 10:52:20,2024-05-03 12:49:40,Chat,Internet funktioniert nicht,Problem gelöst,True,False,4877-TSOFF_T2
4877-TSOFF_T2,4877-TSOFF,2024-05-04 12:49:40,2024-05-05 11:08:37,On-site,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,4877-TSOFF_T2
7306-YDSOI_T1,7306-YDSOI,2023-05-27 00:00:00,2023-05-27 11:07:03,Hotline,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
7306-YDSOI_T2,7306-YDSOI,2024-06-13 00:00:00,2024-06-14 14:30:56,Chat,Beschwerde über Kundenservice,Problem gelöst,True,True,
5288-AHOUP_T1,5288-AHOUP,2024-01-31 00:00:00,2024-01-31 01:37:27,Chat,Problem mit Rechnung,Problem gelöst,True,True,
5288-AHOUP_T2,5288-AHOUP,2024-07-11 00:00:00,2024-07-12 14:31:12,Email,Technische Störung,Ticket geschlossen,True,True,
5288-AHOUP_T2,5288-AHOUP,2024-07-12 14:31:12,2024-07-12 17:56:36,Chat,Technische Störung,Weitere Informationen benötigt,False,False,5288-AHOUP_T2
5288-AHOUP_T2,5288-AHOUP,2024-07-12 17:56:36,2024-07-13 18:43:09,Social Media,Problem mit Rechnung,Ticket geschlossen,True,False,5288-AHOUP_T2
0655-YDGFJ_T1,0655-YDGFJ,2023-08-18 00:00:00,2023-08-19 21:12:33,Email,Internet funktioniert nicht,Ticket geschlossen,True,True,
0655-YDGFJ_T1,0655-YDGFJ,2023-08-19 21:12:33,2023-08-20 06:55:34,Email,Problem mit Rechnung,Weitere Informationen benötigt,False,False,0655-YDGFJ_T1
0655-YDGFJ_T1,0655-YDGFJ,2023-08-21 06:55:34,2023-08-21 20:50:19,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,False,0655-YDGFJ_T1
0655-YDGFJ_T2,0655-YDGFJ,2023-07-07 00:00:00,2023-07-08 05:20:40,Social Media,Frage zum Vertrag,Ticket geschlossen,True,True,
8468-EHYJA_T1,8468-EHYJA,2024-09-11 00:00:00,2024-09-11 03:34:50,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
8468-EHYJA_T1,8468-EHYJA,2024-09-12 03:34:50,2024-09-13 15:13:51,Social Media,Technische Störung,Ticket geschlossen,True,False,8468-EHYJA_T1
8468-EHYJA_T1,8468-EHYJA,2024-09-14 15:13:51,2024-09-14 21:55:05,Chat,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,8468-EHYJA_T1
6823-SIDFQ_T1,6823-SIDFQ,2024-08-18 00:00:00,2024-08-19 06:57:06,Hotline,Technische Störung,Ticket geschlossen,True,True,
6823-SIDFQ_T1,6823-SIDFQ,2024-08-20 06:57:06,2024-08-20 16:08:02,Social Media,Technische Störung,Weitere Informationen benötigt,False,False,6823-SIDFQ_T1
